name,price,images,Key Ingredients,Size
COSRX The Peptide Collagen Lifting Glow Hydrogel Mask,15.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_00.webp?v=1749777658,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_02_160c1dea-715a-4437-82c1-9dcfe8a265f6.webp?v=1780289432,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_03.webp?v=1746780112,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_05_9bb486f6-9873-46b9-b16f-7c88eb905a85.webp?v=1780289431,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_07_5cf05402-4b13-4598-a45f-7f2f21fec5b4.webp?v=1780289431,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_08.webp?v=1746780161,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_09_1b39fae7-6cb4-4fdb-8556-592100de417a.webp?v=1780289431,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_10.webp?v=1746780161,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_11.webp?v=1746780161,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_12.webp?v=1746780161,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_13.webp?v=1746780161,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_14.webp?v=1746780161,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_15__2.webp?v=1780289431,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_16_21473bae-573f-475d-bdde-11b04906bd9d.webp?v=1780289432,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_17.webp?v=1746780161,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PDRN_Hydrogel_Mask_21.webp?v=1775194995,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_19.webp?v=1746780161,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_20_f85c2e12-15f9-423f-818b-f47490d7bd22.webp?v=1780289431,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/250407_HydrogelMask4441_R1.webp?v=1754898195","• 6 types of Peptides : Multi-functional care for wrinkles, skin texture, pores and soothing • Low Molecular Weight Collagen (200Da) : Boosts skin elasticity and firmness • Niacinamide & N-Acetyl Glucosamine (NAG) : Improves radiance and skin texture • 5 types of Hyaluronic Acids + Panthenol & Tocopherol : Provides deep hydration • 5 types of Ceramides + Cholesterol & Fatty Acids : Strengthens the skin's moisture barrier • Vitamin B12 & Allantoin : Calms and soothes sensitive skin",
Deep Wrinkle Care Boost,54.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_retinol_0.webp?v=1765433392,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/TheRetinol03Cream_01.webp?v=1765433392,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/TheRetinol03Cream_02.webp?v=1765433392,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/TheRetinol03Cream_03.webp?v=1765433392,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/TheRetinol03Cream_04__1.webp?v=1765433392,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/TheRetinol03Cream_05.webp?v=1765433392,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/TheRetinol03Cream_06.webp?v=1765433392,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/TheRetinol03Cream_07.webp?v=1765433392,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/TheRetinol03Cream_08.webp?v=1765433392,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/TheRetinol03Cream_09.webp?v=1765433392,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/TheRetinol03Cream_10__1.webp?v=1765433392,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/TheRetinol03Cream_11.webp?v=1765433392,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/TheRetinol03Cream_12.webp?v=1765433392,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/TheRetinol03Cream_13.webp?v=1765433392,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/TheRetinol03Cream_14.webp?v=1765433392,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/TheRetinol03Cream_15.webp?v=1765433392,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/TheRetinol03Cream_16.webp?v=1765433392,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/TheRetinol03Cream_17.webp?v=1765433392",• Pure retinol (Vitamin A) : Decreases wrinkles and fine lines * Learn more about Retinol → • Tocotrienol (Super Vitamin E) : Reduces visible signs of aging and skin damage • Panthenol : Improves skin's hydration and elasticity • Adenosine : Skin cell activation. Improves elasticity and wrinkles,
Deep Wrinkle Care Trio,82.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Wrinkle_Care.jpg?v=1716971747,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/BFCM5_800x1067_01fc5948-8a8d-46aa-b340-942717d6636e.jpg?v=1724837182",,
Double Peptide Firming Duo,52.00,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/BluePeptideSerum_peptideSerum.jpg?v=1782717064,,
Full Fit Propolis Honey Overnight Mask,18.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-honey-overnight-mask-cosrx-official-1.jpg?v=1724835974,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-honey-overnight-mask-cosrx-official-2.jpg?v=1724835976,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-honey-overnight-mask-cosrx-official-3.jpg?v=1724835978,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-honey-overnight-mask-cosrx-official-4.jpg?v=1724835980,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-honey-overnight-mask-cosrx-official-5.jpg?v=1724835983,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-honey-overnight-mask-cosrx-official-6.jpg?v=1724835985,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-honey-overnight-mask-cosrx-official-7.jpg?v=1724835987,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-honey-overnight-mask-cosrx-official-8.jpg?v=1724835989,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-honey-overnight-mask-cosrx-official-9.jpg?v=1724835991,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-honey-overnight-mask-cosrx-official-10.jpg?v=1724835992,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-honey-overnight-mask-cosrx-official-11.jpg?v=1724835995,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-honey-overnight-mask-cosrx-official-12.jpg?v=1724835998,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-honey-overnight-mask-cosrx-official-13.jpg?v=1724836000,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-honey-overnight-mask-cosrx-official-14.jpg?v=1724836002,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-honey-overnight-mask-cosrx-official-15.jpg?v=1724836005,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-honey-overnight-mask-cosrx-official-16.jpg?v=1724836007,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-honey-overnight-mask-cosrx-official-17.jpg?v=1724836009","• 70% Full Fit Pro-Barrier Complex : Provide deep hydration and a healty glow to the skin (59.9% propolis extract, 5.35% honey extract(honey extract + honey acid) and 4.75% royal jelly extract)",
Full fit Propolis Light Ampoule,28.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-light-ampoule-cosrx-official-1.jpg?v=1724835475,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-light-ampoule-cosrx-official-2.jpg?v=1724835478,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-light-ampoule-cosrx-official-3.jpg?v=1724835480,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-light-ampoule-cosrx-official-4.jpg?v=1724835483,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-light-ampoule-cosrx-official-5.jpg?v=1724835485,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-light-ampoule-cosrx-official-6.jpg?v=1724835487,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-light-ampoule-cosrx-official-7.jpg?v=1724835489,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-light-ampoule-cosrx-official-8.jpg?v=1724835491,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-light-ampoule-cosrx-official-9.jpg?v=1724835493,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-light-ampoule-cosrx-official-10.jpg?v=1724835496,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-light-ampoule-cosrx-official-11.jpg?v=1724835498,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-light-ampoule-cosrx-official-12.jpg?v=1724835500",• 83.3% Propolis Extract : Make your skin glowy and smooth without stickiness,1.01 fl.oz/30ml
Full Fit Propolis Light Cream,32.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/FullfitCream_2type_800x1067_245c55aa-861b-4c7d-b3b9-98bf84de4415.jpg?v=1745370401,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-light-cream-cosrx-official-2.jpg?v=1745370401,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-light-cream-cosrx-official-3.jpg?v=1745370401,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-light-cream-cosrx-official-4.jpg?v=1745370401,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-light-cream-cosrx-official-5.jpg?v=1745370401,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-light-cream-cosrx-official-6.jpg?v=1745370401,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-light-cream-cosrx-official-7.jpg?v=1745370401,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-light-cream-cosrx-official-8.jpg?v=1745370401,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-light-cream-cosrx-official-9.jpg?v=1745370401,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-light-cream-cosrx-official-10.jpg?v=1745370401,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-light-cream-cosrx-official-1.jpg?v=1745370401,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/FullfitCream_Tube_800x1067_3fabfe0b-ee27-4afa-ba89-73b1cb05c6dc.jpg?v=1745370401","• 64% Propolis Extract + 1% Honey Extract + 1% Royal Jelly Extract : Deliver nourishment and antioxidants for soft, supply skin texture and moisture deep into your skin",
Full Fit Propolis Nourishing Magnet Sheet Mask,6.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-nourishing-magnet-sheet-mask-cosrx-official-1.jpg?v=1724836038,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-nourishing-magnet-sheet-mask-cosrx-official-2.jpg?v=1724836040,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-nourishing-magnet-sheet-mask-cosrx-official-3.jpg?v=1724836042,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-nourishing-magnet-sheet-mask-cosrx-official-4.jpg?v=1724836044,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-nourishing-magnet-sheet-mask-cosrx-official-5.jpg?v=1724836047,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-nourishing-magnet-sheet-mask-cosrx-official-6.jpg?v=1724836049,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-nourishing-magnet-sheet-mask-cosrx-official-7.jpg?v=1724836051,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-nourishing-magnet-sheet-mask-cosrx-official-8.jpg?v=1724836053,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-nourishing-magnet-sheet-mask-cosrx-official-9.jpg?v=1724836056","• 1,000 ppm each of the 3 honey-derived ingredients : propolis extract, honey extract, and royal Jelly extract",
Full Fit Propolis Synergy Toner,29.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-synergy-toner-cosrx-official-1.jpg?v=1724835425,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-synergy-toner-cosrx-official-2.jpg?v=1724835428,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-synergy-toner-cosrx-official-3.jpg?v=1724835430,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-synergy-toner-cosrx-official-4.jpg?v=1724835431,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-synergy-toner-cosrx-official-5.jpg?v=1724835434,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-synergy-toner-cosrx-official-6.jpg?v=1724835436,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-synergy-toner-cosrx-official-7.jpg?v=1724835438,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-synergy-toner-cosrx-official-8.jpg?v=1724835440,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-synergy-toner-cosrx-official-10.jpg?v=1724835445,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-synergy-toner-cosrx-official-11.jpg?v=1724835447,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/full-fit-propolis-synergy-toner-cosrx-official-14.jpg?v=1724835453",• 72.6% Propolis Extract : Nourish tired skin leaving it healthy and plump • 10.7% Honey Extract : Charge the skin with revitaizing energy • 0.2% Panthenol,"9.46 fl.oz / 280ml,5.07 fl.oz / 150mL"
Galactomyces 95 Tone Balancing Essence,24.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/galactomyces-95-tone-balancing-essence-cosrx-official-1.jpg?v=1724835413,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/galactomyces-95-tone-balancing-essence-cosrx-official-2.png?v=1724835416,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/galactomyces-95-tone-balancing-essence-cosrx-official-3.png?v=1724835418,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/galactomyces-95-tone-balancing-essence-cosrx-official-4.png?v=1724835421,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/galactomyces-95-tone-balancing-essence-cosrx-official-5.png?v=1724835423",•Galactomyces ferment filtate : Helps brightening tired and dull looking skin • Hyaluronic acid and panthenol : Maintain the skin hydrated and smooth,
Hyaluronic Acid Hydra Power Essence,25.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hyaluronic-acid-hydra-power-essence-cosrx-official-1.jpg?v=1724835383,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hyaluronic-acid-hydra-power-essence-cosrx-official-2.jpg?v=1724835385,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hyaluronic-acid-hydra-power-essence-cosrx-official-3.jpg?v=1724835388,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hyaluronic-acid-hydra-power-essence-cosrx-official-4.jpg?v=1724835390,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hyaluronic-acid-hydra-power-essence-cosrx-official-5.jpg?v=1724835392,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/800x1067____231120_9c18dd40-19ac-413d-a55f-d90299ee61fc.webp?v=1704429290",,
Hyaluronic Acid Intensive Cream,25.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hyaluronic-acid-intensive-cream-cosrx-official-1.jpg?v=1724835365,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hyaluronic-acid-intensive-cream-cosrx-official-2.jpg?v=1724835367,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hyaluronic-acid-intensive-cream-cosrx-official-3.jpg?v=1724835370,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hyaluronic-acid-intensive-cream-cosrx-official-4.jpg?v=1724835372,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hyaluronic-acid-intensive-cream-cosrx-official-5.jpg?v=1724835375,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hyaluronic-acid-intensive-cream-cosrx-official-6.jpg?v=1724835377,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hyaluronic-acid-intensive-cream-cosrx-official-7.jpg?v=1724835379,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/800x1067____231120_c6fd833e-1e63-446f-81bb-ca35af5f8f47.webp?v=1704429290","• 57.8% Hippophae Rhamnoides Water : Nourishing moisturizer & Vitality • 3,000ppm Sodium hyaluronate(hyaluronic acid) : Helps reduce the appearance of fine wrinkles by filling in the skin",
Hydrium Centella Aqua Soothing Ampoule,26.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-centella-aqua-soothing-ampoule-cosrx-official-1.jpg?v=1689840666,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-centella-aqua-soothing-ampoule-cosrx-official-2.jpg?v=1689840668,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-centella-aqua-soothing-ampoule-cosrx-official-3.jpg?v=1689840670,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-centella-aqua-soothing-ampoule-cosrx-official-4.gif?v=1685603285,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-centella-aqua-soothing-ampoule-cosrx-official-5.jpg?v=1724835305,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-centella-aqua-soothing-ampoule-cosrx-official-6.jpg?v=1724835307,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-centella-aqua-soothing-ampoule-cosrx-official-7.jpg?v=1724835309,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-centella-aqua-soothing-ampoule-cosrx-official-8.jpg?v=1724835311,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-centella-aqua-soothing-ampoule-cosrx-official-9.jpg?v=1724835313,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-centella-aqua-soothing-ampoule-cosrx-official-10.jpg?v=1724835315,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-centella-aqua-soothing-ampoule-cosrx-official-11.jpg?v=1724835318,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-centella-aqua-soothing-ampoule-cosrx-official-12.jpg?v=1724835320",,1.35 fl.oz / 40mL
Hydrium Green Tea Aqua Soothing Gel Cream,25.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-green-tea-aqua-soothing-gel-cream-cosrx-official-1.jpg?v=1724835322,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-green-tea-aqua-soothing-gel-cream-cosrx-official-2.jpg?v=1724835324,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-green-tea-aqua-soothing-gel-cream-cosrx-official-3.jpg?v=1724835326,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-green-tea-aqua-soothing-gel-cream-cosrx-official-4.jpg?v=1724835328,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-green-tea-aqua-soothing-gel-cream-cosrx-official-5.jpg?v=1724835330,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-green-tea-aqua-soothing-gel-cream-cosrx-official-6.jpg?v=1724835333,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-green-tea-aqua-soothing-gel-cream-cosrx-official-7.jpg?v=1724835335,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-green-tea-aqua-soothing-gel-cream-cosrx-official-8.jpg?v=1724835337,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-green-tea-aqua-soothing-gel-cream-cosrx-official-9.jpg?v=1724835340,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-green-tea-aqua-soothing-gel-cream-cosrx-official-10.jpg?v=1724835341","• D-panthenol 5,000ppm : Moisturizing, regenerating, and anti-inflammatory • Green Tea Extract : Cooling relief to soothe redness, blemishes, and sun burns • Allantoin : Smooths, Regeneration",1.69 fl.oz / 50ml
Hydrium Moisture Power Enriched Cream,25.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-moisture-power-enriched-cream-cosrx-official-1.jpg?v=1689840658,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-moisture-power-enriched-cream-cosrx-official-2.jpg?v=1689840659,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-moisture-power-enriched-cream-cosrx-official-3.jpg?v=1724835146,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-moisture-power-enriched-cream-cosrx-official-4.gif?v=1685603226,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-moisture-power-enriched-cream-cosrx-official-5.jpg?v=1724835149,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-moisture-power-enriched-cream-cosrx-official-6.jpg?v=1724835151,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-moisture-power-enriched-cream-cosrx-official-7.jpg?v=1724835153,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-moisture-power-enriched-cream-cosrx-official-8.jpg?v=1724835156,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-moisture-power-enriched-cream-cosrx-official-9.jpg?v=1724835158,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-moisture-power-enriched-cream-cosrx-official-10.jpg?v=1724835160",• D-Panthenol : Form a moisture shield and prevents the skin from moisture loss • Propolis Extract : Keep your skin's moisture and oil balance • Ceramide : Protect the skin from external harmful substances,1.69 fl.oz / 50ml
Hydrium Triple Hyaluronic Moisture Ampoule,26.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-triple-hyaluronic-moisture-ampoule-cosrx-official-1.jpg?v=1724835343,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-triple-hyaluronic-moisture-ampoule-cosrx-official-2.jpg?v=1689840675,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-triple-hyaluronic-moisture-ampoule-cosrx-official-3.jpg?v=1689840676,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-triple-hyaluronic-moisture-ampoule-cosrx-official-4.gif?v=1685603318,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-triple-hyaluronic-moisture-ampoule-cosrx-official-5.jpg?v=1724835350,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-triple-hyaluronic-moisture-ampoule-cosrx-official-6.jpg?v=1724835352,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-triple-hyaluronic-moisture-ampoule-cosrx-official-7.jpg?v=1724835354,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-triple-hyaluronic-moisture-ampoule-cosrx-official-8.jpg?v=1724835357,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-triple-hyaluronic-moisture-ampoule-cosrx-official-9.jpg?v=1724835359,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-triple-hyaluronic-moisture-ampoule-cosrx-official-10.jpg?v=1724835361,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-triple-hyaluronic-moisture-ampoule-cosrx-official-11.jpg?v=1724835363","• Triple Hyaluronic Acid : Creates an invisible protective barrier on the skin and keeps your skin moisturized • D-Panthenol (vitamin B5) : Moisturizes, soothes and heals",1.35 fl.oz / 40mL
Hydrium Triple Hyaluronic Moisturizing Cleanser,18.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-triple-hyaluronic-moisturizing-cleanser-cosrx-official-1.jpg?v=1724836058,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-triple-hyaluronic-moisturizing-cleanser-cosrx-official-2.jpg?v=1724836060,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-triple-hyaluronic-moisturizing-cleanser-cosrx-official-3.jpg?v=1724836062,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-triple-hyaluronic-moisturizing-cleanser-cosrx-official-4.jpg?v=1724836064,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-triple-hyaluronic-moisturizing-cleanser-cosrx-official-5.jpg?v=1724836066,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-triple-hyaluronic-moisturizing-cleanser-cosrx-official-6.jpg?v=1724836069,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-triple-hyaluronic-moisturizing-cleanser-cosrx-official-7.jpg?v=1724836071,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-triple-hyaluronic-moisturizing-cleanser-cosrx-official-8.jpg?v=1724836073,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-triple-hyaluronic-moisturizing-cleanser-cosrx-official-9.jpg?v=1724836075,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-triple-hyaluronic-moisturizing-cleanser-cosrx-official-10.jpg?v=1724836077","• Triple hyaluronic acid : consists of Hyaluronic Acid, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate. increasing its elasticity, keeping it hydrated and soft • Panthenol : keeping moist",5.07 fl.oz / 150ml
Hydrium Triple Hyaluronic Water Wave Sheet Mask,6.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-triple-hyaluronic-water-wave-sheet-mask-cosrx-official-1.jpg?v=1724836079,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-triple-hyaluronic-water-wave-sheet-mask-cosrx-official-2.jpg?v=1724836082,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-triple-hyaluronic-water-wave-sheet-mask-cosrx-official-3.jpg?v=1724836085,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-triple-hyaluronic-water-wave-sheet-mask-cosrx-official-4.jpg?v=1724836088,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-triple-hyaluronic-water-wave-sheet-mask-cosrx-official-5.jpg?v=1724836090,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-triple-hyaluronic-water-wave-sheet-mask-cosrx-official-6.jpg?v=1724836092,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/hydrium-triple-hyaluronic-water-wave-sheet-mask-cosrx-official-7.jpg?v=1724836094","• Triple hyaluronic acid, Panthenol : Keep moist",
